transaction_amount,transaction_hour,distance_from_home_km,distance_from_last_transaction_km,ratio_to_median_purchase,repeat_retailer,used_chip,used_pin,online_order,cash_withdrawal,card_age_days,device_trust_score,transactions_last_24h,merchant_risk_score,weekend,foreign_transaction,fraud
9.71,23,10.92,8.74,1.118,1,0,0,1,0,1203,0.826,4,11.14,1,1,0
23.21,23,2.64,9.08,1.006,1,1,1,1,1,475,0.784,2,35.36,1,0,0
230.52,19,12.16,11.89,0.674,1,1,0,1,0,1270,0.811,7,18.62,0,0,0
19.56,0,14.66,4.37,0.522,1,1,0,1,0,928,0.843,3,15.01,0,0,0
25.46,10,3.83,1.39,0.985,1,0,0,1,1,748,0.604,2,13.52,0,0,0
20.51,13,20.66,10.11,0.358,0,1,1,1,0,1170,0.901,2,25.71,1,0,0
18.14,19,13.33,0.33,1.056,1,1,1,1,1,665,0.529,5,35.18,1,0,0
26.5,19,5.35,4.45,0.583,0,0,0,0,0,101,0.99,0,31.36,0,1,0
5.43,9,30.9,1.81,0.685,1,1,1,0,0,1154,0.412,2,20.13,0,0,0
66.28,16,10.52,1.81,1.053,0,0,0,1,0,137,0.678,3,40.32,0,0,0
29.89,11,19.36,12.32,1.242,0,1,0,1,1,396,0.636,0,31.22,0,0,0
17.76,23,8.0,3.62,0.445,0,0,1,0,0,10,0.719,3,17.28,1,0,0
138.83,20,5.55,2.29,0.809,0,1,0,1,0,301,0.764,2,51.9,0,0,0
8.74,3,11.17,1.34,1.562,0,0,1,0,0,233,0.913,4,4.05,0,0,0
23.01,8,1.52,9.13,0.696,1,0,0,1,0,1493,0.599,2,10.73,0,0,0
28.54,11,5.0,11.84,1.527,1,1,1,0,0,1063,0.791,1,3.08,0,0,0
158.12,12,11.01,10.11,0.502,1,0,0,0,0,1304,0.511,3,5.92,0,0,0
37.44,18,4.15,4.38,0.444,0,1,0,0,1,1926,0.793,3,31.53,1,0,0
10.85,14,34.11,3.23,1.284,0,1,0,1,0,819,0.834,1,25.27,0,0,0
55.55,11,1.76,0.16,0.443,1,1,0,0,0,779,0.685,2,14.97,0,0,0
10.17,7,1.62,13.65,1.279,1,1,0,1,0,548,0.624,1,63.21,1,0,0
89.89,16,27.85,0.87,0.963,1,1,0,1,0,716,0.919,4,41.94,0,0,0
11.2,17,35.94,11.65,1.01,0,0,0,0,0,767,0.581,1,32.45,0,0,1
25.58,23,21.32,13.49,1.2,0,1,1,1,0,10,0.671,3,47.08,0,0,0
16.06,17,14.07,10.48,0.99,0,1,1,0,1,904,0.577,6,33.97,0,0,1
9.02,1,10.86,6.39,1.269,0,1,0,1,1,444,0.825,3,52.45,0,0,0
37.76,3,32.7,4.58,0.602,0,1,0,1,1,666,0.757,3,31.09,0,0,0
10.25,1,0.2,6.96,1.369,1,1,1,1,1,10,0.99,2,52.31,0,0,0
20.8,21,5.2,8.7,0.712,0,1,1,1,0,1447,0.99,4,15.38,0,0,0
13.61,12,5.29,1.13,0.89,1,0,0,1,1,704,0.746,11,30.62,1,0,1
41.86,14,11.99,12.74,0.881,1,0,1,0,0,1038,0.715,2,15.28,0,0,0
11.74,1,4.43,2.37,0.47,1,1,1,1,0,10,0.781,2,23.38,1,0,0
20.9,16,16.76,8.65,3.271,0,0,1,0,0,712,0.99,1,18.9,0,0,0
18.67,21,4.04,2.38,0.458,1,1,1,0,0,828,0.313,2,64.19,0,0,0
22.43,6,19.76,8.57,0.89,1,1,0,1,0,785,0.672,4,5.85,1,0,0
27.12,19,2.15,3.31,0.489,1,0,0,0,0,1161,0.919,3,12.6,0,0,0
48.75,11,23.84,10.52,1.014,1,0,1,0,0,664,0.779,2,8.31,1,0,0
6.57,14,1.87,1.78,0.573,1,0,1,0,0,490,0.792,4,37.5,0,0,0
20.44,22,0.99,7.76,1.987,1,0,1,1,0,1191,0.817,4,41.75,0,0,0
137.25,9,8.68,1.49,2.1,1,1,0,0,0,23,0.772,4,18.88,0,0,0
37.89,12,8.84,0.82,1.252,1,0,1,0,0,715,0.672,2,59.66,0,0,0
140.42,21,33.91,6.82,3.336,1,1,0,0,0,494,0.651,1,52.0,0,0,0
8.03,18,60.99,14.43,3.522,0,0,0,1,0,1121,0.793,6,29.42,0,0,0
4.77,14,15.85,4.37,0.522,1,1,0,1,0,1449,0.686,5,16.26,1,0,0
50.08,21,5.31,4.2,0.294,0,0,0,0,0,1107,0.687,2,17.23,1,1,0
34.33,19,7.5,1.8,1.314,1,0,0,1,0,465,0.654,4,24.78,0,1,0
37.21,2,20.54,3.52,0.772,1,1,0,1,0,192,0.861,3,54.11,0,0,0
23.98,8,1.18,32.46,0.807,1,1,1,0,0,454,0.947,4,22.44,0,1,0
54.33,12,4.03,7.63,0.785,0,1,1,0,0,10,0.99,3,5.29,0,0,0
12.36,2,0.14,2.48,1.84,1,1,1,0,0,665,0.427,5,47.5,0,0,0
32.95,16,34.55,23.16,0.846,0,0,1,0,0,1392,0.652,1,21.89,0,0,0
6.93,20,28.98,9.24,0.675,1,0,1,0,0,724,0.537,1,1.3,1,0,0
199.34,4,2.84,2.0,1.54,1,1,1,1,0,1078,0.724,5,41.32,0,0,0
5.71,9,8.66,8.88,1.085,0,1,0,0,0,289,0.611,3,26.99,1,0,0
26.55,10,3.16,2.62,1.625,1,1,1,0,0,984,0.862,4,35.45,1,1,0
19.78,12,2.35,7.97,1.22,1,1,1,0,0,560,0.805,8,66.45,0,0,0
5.14,7,4.91,5.26,1.193,1,0,0,1,0,362,0.852,3,18.04,0,0,0
54.96,17,11.97,7.58,0.452,1,0,0,0,0,10,0.595,3,78.49,0,0,0
19.96,17,8.46,9.87,0.627,0,0,1,1,1,1125,0.491,2,49.14,0,0,0
20.28,2,3.73,5.36,1.089,1,0,0,0,0,638,0.99,3,41.24,0,1,0
34.81,6,3.27,24.1,1.268,1,0,0,0,0,705,0.99,3,12.59,0,0,0
7.98,0,4.54,7.4,0.787,0,1,1,0,0,627,0.492,5,27.52,0,0,0
21.26,15,5.64,0.73,2.113,1,0,1,0,1,792,0.99,4,45.03,0,0,0
46.95,13,3.89,10.82,0.611,1,0,1,0,0,159,0.738,3,40.78,0,0,0
14.65,17,0.18,0.27,1.672,0,0,0,1,0,672,0.8,2,1.75,0,0,0
54.62,20,5.49,5.83,1.631,0,1,0,0,1,86,0.517,3,25.28,0,1,0
13.41,8,4.97,13.04,0.956,1,0,1,0,1,628,0.621,6,72.31,0,0,0
8.42,15,26.49,8.79,1.282,1,1,0,1,1,945,0.697,2,25.18,0,0,0
16.7,11,6.04,6.93,0.503,0,1,0,1,0,1231,0.572,3,5.0,0,0,0
19.54,11,12.79,2.47,2.385,1,0,0,1,0,473,0.855,3,58.62,1,0,0
8.63,6,2.64,13.98,1.271,1,1,1,1,1,815,0.438,3,40.25,0,0,0
33.68,5,14.79,8.89,1.245,0,0,1,1,0,745,0.635,2,46.7,0,1,1
42.18,12,4.96,9.44,0.749,1,0,1,1,0,855,0.797,5,19.39,1,0,0
51.14,14,2.06,0.42,0.809,1,0,0,0,0,122,0.662,1,29.11,1,0,0
49.09,18,12.67,3.23,0.407,1,0,1,0,1,575,0.72,5,43.89,0,0,1
19.18,5,20.85,10.65,0.965,1,1,1,1,0,873,0.735,4,22.86,1,0,0
23.75,2,1.19,5.23,1.078,1,0,0,0,0,10,0.743,3,10.87,0,0,0
6.88,1,21.08,2.49,1.21,1,0,0,1,1,1410,0.837,3,8.4,0,0,0
11.45,7,18.58,13.11,2.088,1,0,1,0,0,56,0.726,3,54.94,0,1,0
13.75,17,1.68,14.58,0.675,1,0,1,1,0,1059,0.757,1,36.43,1,0,0
24.46,15,19.51,3.3,0.451,1,0,1,0,0,868,0.52,3,15.67,0,0,0
28.39,9,0.07,16.24,1.148,1,1,1,1,0,636,0.613,3,23.47,1,0,0
19.79,3,7.84,3.25,0.498,1,1,1,0,1,1157,0.81,1,29.68,0,0,0
52.2,6,2.63,4.17,0.683,1,1,1,0,0,438,0.99,1,29.8,0,1,0
20.02,14,15.13,21.07,1.531,0,1,1,1,0,853,0.6,7,15.75,1,0,0
34.51,20,10.15,1.76,1.51,1,0,1,0,0,1007,0.99,3,21.67,0,0,0
42.83,3,11.62,0.1,1.629,1,0,0,0,1,649,0.706,4,49.75,1,0,1
17.98,8,18.98,6.59,0.367,0,1,0,0,1,922,0.978,2,20.99,1,1,0
18.04,1,1.3,6.26,0.424,1,0,0,1,0,46,0.949,2,53.48,0,0,0
15.37,10,6.37,8.82,2.419,1,1,0,1,0,179,0.723,2,43.74,0,0,0
38.26,0,11.35,13.61,0.871,0,0,1,1,0,980,0.567,6,26.1,0,0,0
28.06,17,15.33,9.03,0.811,1,1,0,0,0,425,0.787,2,30.92,0,0,0
46.9,18,8.72,2.33,1.272,0,0,1,1,0,1181,0.99,6,50.13,0,0,0
103.93,14,1.71,9.92,0.885,1,1,1,1,0,1058,0.539,4,19.34,0,0,0
86.52,18,16.37,2.31,2.014,0,1,0,0,0,10,0.953,3,5.32,1,0,0
23.31,16,26.42,15.05,1.802,1,1,0,0,0,619,0.759,4,24.61,0,0,0
9.04,8,1.83,17.2,1.325,1,1,1,0,0,1552,0.728,0,2.94,0,0,0
37.63,18,16.05,21.83,3.121,1,1,0,0,0,910,0.807,6,24.59,0,0,0
56.76,10,9.13,0.17,0.584,1,0,1,1,0,729,0.693,3,31.6,1,0,0
36.93,11,4.53,1.23,0.503,1,1,0,0,0,1016,0.696,2,25.91,1,0,0
7.8,7,27.53,4.36,0.775,0,1,1,1,0,1206,0.855,1,23.89,1,1,0
24.09,8,4.15,11.48,1.348,1,0,0,1,0,348,0.922,2,47.64,1,0,0
19.38,22,2.9,36.76,1.785,1,0,0,1,0,814,0.72,4,9.83,0,0,0
4.76,10,6.5,10.58,0.479,0,0,1,0,0,643,0.941,4,16.06,0,1,0
48.83,11,1.24,6.03,2.105,0,1,0,1,0,1017,0.773,2,29.33,0,1,0
10.23,12,13.9,1.14,3.061,1,0,0,0,0,665,0.986,2,70.17,1,0,1
133.2,10,4.37,0.25,0.925,1,1,0,1,0,846,0.784,4,26.74,0,0,0
24.15,10,1.9,2.5,0.652,0,0,0,1,1,22,0.918,5,56.47,1,1,1
33.21,12,2.63,22.65,1.377,1,0,0,0,0,576,0.982,5,25.95,0,0,0
31.66,1,16.74,6.72,0.965,0,0,1,1,0,129,0.739,1,64.91,0,0,0
5.44,14,11.82,12.34,0.502,1,0,0,0,0,634,0.894,5,28.09,0,0,0
17.88,21,0.86,15.0,0.404,1,1,0,1,0,171,0.703,6,43.19,0,0,1
7.19,7,10.42,6.3,0.396,0,0,0,1,0,397,0.503,2,15.0,0,0,0
52.92,4,20.66,6.29,0.411,1,0,1,0,0,934,0.774,5,25.37,1,0,0
9.56,7,4.18,2.27,0.85,1,1,0,1,0,1451,0.488,2,16.02,0,0,0
6.53,2,12.17,0.49,0.481,1,1,0,0,0,831,0.708,2,27.99,0,0,0
6.35,3,34.91,5.32,1.154,0,1,0,0,1,969,0.802,6,20.97,0,0,0
142.0,3,3.66,2.29,1.112,0,0,0,1,0,1038,0.564,3,6.94,1,0,1
22.62,17,15.47,2.68,1.303,0,0,1,1,1,432,0.783,0,63.36,0,0,0
24.79,3,7.01,5.76,2.946,1,1,1,1,1,87,0.861,4,46.3,0,0,0
11.68,3,8.25,4.88,0.624,1,0,1,0,0,1294,0.871,4,6.85,0,0,0
13.44,11,8.53,1.09,1.501,1,1,0,1,0,809,0.597,4,9.71,1,0,0
150.16,1,3.97,6.35,1.703,0,1,1,0,0,10,0.348,7,26.77,0,0,0
27.49,10,18.91,2.74,0.761,1,1,0,0,0,258,0.99,3,51.25,0,0,0
13.26,17,9.22,4.83,1.931,1,0,1,1,0,283,0.688,2,21.26,0,0,0
5.12,10,5.01,6.86,0.651,0,1,1,0,0,745,0.571,3,27.64,1,0,0
105.26,23,12.58,14.8,2.283,0,1,0,1,0,1158,0.957,5,41.27,0,0,0
45.05,14,38.96,3.16,1.473,1,0,0,0,0,268,0.695,2,44.59,0,0,0
13.21,2,0.64,10.18,0.731,0,1,1,0,0,10,0.736,6,0.77,0,1,0
22.9,20,4.18,5.72,0.371,1,1,0,1,0,924,0.981,2,29.44,1,1,0
16.84,14,1.35,58.8,1.524,0,0,1,0,1,444,0.634,6,3.6,0,0,0
20.52,23,5.78,8.65,0.726,1,0,0,0,0,467,0.99,4,25.23,0,0,0
11.23,0,5.71,1.41,1.524,1,1,0,1,0,790,0.594,1,33.15,0,0,0
42.88,7,4.84,11.51,1.187,1,1,0,1,1,864,0.82,6,31.96,1,0,0
62.44,11,22.02,13.95,1.253,1,1,0,0,0,327,0.675,2,25.67,1,0,0
15.23,23,5.32,17.98,0.486,0,1,1,0,0,248,0.929,6,59.73,0,1,0
11.46,11,21.35,11.25,0.982,1,0,0,1,0,1039,0.487,3,11.36,0,0,0
114.89,8,1.37,9.72,0.91,1,1,1,1,0,754,0.474,2,58.17,0,0,0
9.77,6,2.29,0.36,2.152,1,0,0,0,0,735,0.713,4,12.63,0,0,0
33.26,13,1.93,17.3,0.508,1,0,0,0,0,1051,0.916,2,29.08,0,0,0
14.54,11,3.01,4.24,0.583,1,0,0,1,0,627,0.765,5,45.24,0,0,0
31.81,6,7.1,19.19,0.381,1,1,0,0,0,935,0.99,2,25.96,0,0,0
19.26,8,11.19,7.23,1.447,1,1,1,0,0,717,0.56,2,20.92,0,1,0
42.23,12,27.46,9.38,0.947,1,1,0,0,0,696,0.387,8,13.04,0,1,1
125.82,22,4.3,17.98,1.241,1,0,1,0,1,1421,0.722,3,46.51,1,0,0
12.78,8,1.49,2.42,2.232,1,1,0,0,0,819,0.741,4,47.9,1,0,0
41.62,20,2.28,6.69,2.345,1,1,1,1,0,10,0.809,7,41.58,0,0,0
23.98,2,6.05,0.37,0.882,1,1,1,1,0,931,0.576,1,8.43,0,0,0
50.45,0,1.15,23.1,1.12,0,1,0,1,0,371,0.988,2,10.41,0,0,0
16.28,16,2.57,6.33,0.782,1,1,0,1,0,175,0.923,0,29.22,0,0,0
26.78,11,8.23,5.58,0.751,0,1,0,1,0,537,0.328,2,13.61,1,0,0
20.49,9,20.91,5.31,0.968,1,0,1,1,0,10,0.917,3,3.36,0,0,0
19.34,13,8.61,2.75,0.966,1,1,0,0,0,472,0.941,1,30.29,0,0,0
158.7,15,14.26,3.66,1.531,0,1,1,0,0,609,0.99,3,8.97,0,1,0
10.12,13,14.35,6.05,1.103,1,0,1,1,0,1070,0.812,1,35.14,0,0,0
3.95,1,5.36,7.29,0.642,1,0,1,1,0,179,0.828,5,19.57,1,0,0
32.26,10,48.27,6.93,1.865,1,1,1,1,0,658,0.781,3,41.2,0,0,0
73.17,4,2.85,12.36,4.442,1,1,1,0,0,215,0.635,3,40.75,0,0,0
63.59,5,13.52,0.34,1.648,1,0,0,0,0,450,0.99,2,16.3,1,0,0
20.37,12,5.6,17.92,0.369,1,0,0,0,0,820,0.99,1,10.5,0,0,0
15.58,3,17.25,1.14,0.613,1,1,0,0,0,568,0.677,6,16.58,1,0,0
5.76,21,3.96,11.94,0.902,1,1,1,0,1,618,0.821,8,32.73,1,0,0
36.42,12,26.08,11.05,1.119,0,0,0,1,0,720,0.78,2,49.96,0,0,0
24.45,19,12.98,4.24,0.42,0,1,1,0,0,1156,0.915,1,54.46,0,0,0
20.66,23,0.06,9.49,1.055,1,1,1,0,1,1130,0.821,4,45.71,0,0,0
6.08,20,67.11,9.95,2.733,0,1,1,0,0,859,0.811,4,30.26,1,0,0
26.78,23,4.91,0.02,1.286,0,1,0,0,1,29,0.519,2,4.51,0,0,0
4.16,17,2.74,10.78,1.048,0,1,0,1,1,317,0.385,5,19.51,0,0,0
25.08,18,1.84,17.2,4.342,0,1,0,1,0,974,0.492,4,38.66,0,1,1
22.53,9,5.98,0.26,1.631,0,1,0,0,0,610,0.81,2,8.65,0,0,0
21.33,0,5.06,7.27,1.03,1,1,0,1,0,471,0.99,4,27.88,0,0,0
40.24,0,18.84,3.09,0.762,1,0,0,1,0,172,0.99,6,23.44,1,0,0
61.56,11,6.98,2.81,1.406,0,1,0,0,0,107,0.343,5,34.09,0,0,0
7.64,9,9.34,1.1,1.122,0,0,0,0,1,928,0.783,1,29.66,0,0,0
21.03,19,2.14,6.22,1.093,1,0,0,1,0,1608,0.857,6,10.89,0,0,0
71.35,16,3.27,1.93,1.567,1,0,0,1,0,107,0.424,6,53.51,0,0,0
102.81,23,3.38,12.0,1.08,1,0,1,0,0,156,0.801,6,15.03,0,0,0
29.26,18,7.37,7.85,0.863,1,1,1,1,0,397,0.682,4,29.86,0,0,0
10.07,19,3.79,2.96,1.325,0,1,0,0,1,963,0.53,4,34.66,0,0,0
13.13,17,2.73,9.93,0.385,1,1,0,1,0,619,0.403,3,29.56,0,0,0
36.86,8,4.06,8.35,2.338,1,0,1,1,0,455,0.99,2,9.41,0,0,0
23.18,21,4.42,33.46,1.356,1,0,0,1,0,272,0.626,8,25.14,0,0,0
5.04,11,18.6,15.71,0.906,1,1,0,0,0,967,0.99,3,24.1,0,0,0
10.32,20,5.58,2.35,1.831,1,1,0,0,0,434,0.762,7,18.29,1,0,0
4.9,1,10.07,9.22,0.398,0,1,0,1,0,241,0.493,4,44.79,0,0,0
119.15,13,18.78,2.01,0.793,1,1,1,1,0,181,0.596,3,27.09,0,0,0
7.57,2,11.68,8.26,1.104,1,0,1,1,0,448,0.834,1,44.97,1,1,0
8.63,17,13.19,1.88,0.861,1,1,1,1,0,805,0.943,4,20.65,1,0,0
30.71,0,1.0,10.96,0.821,1,0,0,0,0,529,0.574,3,32.36,0,0,0
33.17,4,8.58,2.34,0.611,0,1,1,0,1,873,0.584,2,77.96,1,0,1
6.97,20,4.1,11.3,0.765,1,1,1,0,0,440,0.776,0,50.78,1,0,0
29.94,5,7.89,8.6,3.034,1,0,1,1,0,1316,0.54,3,26.71,0,0,0
28.41,3,9.52,18.67,0.981,1,0,1,0,0,636,0.896,1,2.75,1,0,0
98.25,21,0.67,2.14,2.066,1,0,1,0,0,314,0.789,4,23.03,0,0,0
69.46,5,14.09,5.75,0.587,0,1,1,0,0,10,0.85,4,28.76,1,0,0
17.51,14,11.43,10.95,0.455,0,1,0,0,0,511,0.596,1,20.63,0,1,0
33.58,18,27.65,0.98,0.926,1,1,0,1,0,654,0.819,3,15.76,0,0,0
44.31,20,9.55,8.21,0.679,1,1,1,0,1,980,0.99,1,54.95,0,0,0
108.07,14,20.88,14.28,1.711,1,1,0,0,0,673,0.99,2,46.8,0,0,0
8.25,17,14.14,26.46,1.08,1,1,1,0,1,880,0.523,5,26.43,0,0,0
128.15,5,18.9,2.12,1.067,1,1,0,1,0,1145,0.837,2,40.86,0,0,0
10.29,5,14.56,0.65,1.18,1,0,1,0,0,979,0.532,3,40.33,0,1,0
32.54,20,3.95,5.39,1.498,1,0,0,0,0,552,0.691,1,30.14,0,0,0
49.37,10,29.19,1.46,1.498,1,0,0,1,0,268,0.271,0,35.28,0,0,0
38.31,13,4.51,0.1,0.65,1,1,1,1,0,10,0.645,4,22.47,0,0,0
12.65,20,41.83,0.93,1.056,1,1,1,0,0,408,0.35,1,9.82,0,0,0
16.42,23,13.93,8.25,1.188,1,0,1,1,0,159,0.8,1,34.13,0,0,0
19.92,3,1.43,7.26,0.969,0,1,0,0,1,1047,0.624,3,15.47,0,0,0
25.04,20,1.62,2.21,1.564,1,0,1,0,0,944,0.707,3,43.25,0,0,0
27.1,21,14.54,3.52,0.698,1,0,1,0,0,10,0.572,1,19.66,0,0,0
13.44,21,2.49,6.53,2.392,1,0,1,0,1,1052,0.512,4,60.62,1,0,0
7.5,22,13.58,4.75,2.349,1,0,0,1,1,472,0.759,5,17.02,0,0,0
41.94,16,16.54,9.6,0.797,1,1,0,1,0,298,0.478,8,24.65,1,0,0
20.77,9,4.45,14.68,1.398,1,1,1,0,0,505,0.752,2,50.19,0,0,0
4.9,17,3.14,22.73,2.428,1,1,0,0,0,1497,0.873,2,14.62,1,1,0
7.86,14,13.73,0.89,1.185,1,1,0,0,1,679,0.875,7,75.56,1,0,0
281.32,4,14.76,1.19,0.627,1,1,1,1,0,1118,0.804,2,5.51,0,0,0
9.57,4,6.87,11.45,0.64,1,1,1,0,0,717,0.714,4,28.14,1,0,0
16.85,18,9.37,15.75,0.979,0,0,1,0,1,948,0.384,6,7.96,0,0,1
7.18,4,27.93,10.45,0.92,1,1,0,1,0,10,0.926,1,28.65,0,0,0
5.16,10,22.19,8.4,1.009,1,1,0,0,0,419,0.641,1,45.07,0,0,0
9.78,11,2.8,10.11,2.03,1,1,0,1,0,685,0.833,4,11.75,1,0,0
105.66,2,13.25,12.27,0.452,1,1,1,1,0,10,0.667,6,5.92,0,0,0
39.51,17,4.12,2.79,0.717,1,0,1,1,0,523,0.84,3,21.06,1,0,0
7.47,11,13.7,72.07,0.642,1,1,0,0,0,649,0.66,0,4.4,0,0,0
7.6,19,8.72,17.7,1.806,0,1,0,0,0,1141,0.689,3,9.15,0,1,0
19.04,16,12.62,3.6,0.826,1,1,1,0,0,976,0.668,1,4.41,0,0,0
30.32,13,19.94,18.06,0.553,0,1,0,1,0,557,0.91,2,16.29,0,0,0
7.36,19,2.23,4.83,0.75,1,0,0,1,0,786,0.749,2,32.5,0,0,0
64.71,21,3.34,1.56,0.393,0,1,1,0,1,620,0.824,3,50.29,0,0,0
26.29,1,9.34,2.77,0.937,0,1,1,1,0,1094,0.686,0,14.39,0,0,0
1.65,15,1.88,11.65,0.763,1,1,1,0,0,392,0.982,4,5.58,0,0,0
10.89,7,24.34,1.95,1.443,1,1,0,0,1,642,0.664,1,30.63,1,0,0
6.52,7,1.52,7.86,0.942,1,0,0,1,0,1649,0.642,3,10.1,0,1,1
33.36,22,6.56,1.57,0.493,0,0,0,1,0,832,0.678,2,39.29,0,0,0
28.42,4,44.68,1.44,1.77,1,1,0,1,0,1042,0.623,3,45.02,0,0,0
35.87,17,6.12,1.28,3.003,1,0,0,1,0,566,0.388,3,6.03,0,0,0
59.26,20,0.3,23.04,0.883,1,1,1,1,0,65,0.927,3,58.41,1,0,0
21.6,8,1.41,3.0,0.698,1,1,0,0,1,1028,0.527,5,15.21,1,0,0
46.18,2,36.64,15.26,0.67,1,0,0,0,0,1041,0.734,4,12.14,1,0,0
7.22,0,10.08,2.02,3.525,1,0,1,0,0,313,0.421,3,24.76,0,0,0
15.92,15,5.78,0.49,1.096,1,1,0,1,0,840,0.683,3,17.94,1,0,0
20.64,14,24.45,8.72,0.749,0,1,0,0,0,1047,0.216,1,33.95,0,0,0
5.96,3,17.97,6.81,1.458,1,0,1,0,0,1211,0.88,3,8.05,0,0,0
41.59,7,5.62,1.66,1.151,1,1,1,1,1,273,0.665,4,14.56,0,0,0
12.55,6,5.13,3.18,0.739,0,1,1,1,1,1950,0.757,2,53.2,0,0,0
26.75,0,0.04,7.27,1.314,0,1,0,1,1,577,0.939,1,18.02,0,0,0
9.0,1,20.47,2.92,0.592,1,0,1,1,0,1297,0.783,6,40.79,1,0,0
540.41,15,0.05,1.7,0.963,1,1,0,0,0,895,0.813,0,69.0,0,0,0
9.56,5,11.48,3.89,1.005,1,1,1,0,0,279,0.523,5,22.6,0,0,1
8.69,10,6.24,14.13,1.534,0,1,0,0,0,320,0.829,3,21.37,0,0,0
41.06,2,1.06,6.88,0.584,0,1,0,1,0,330,0.561,3,30.79,1,0,0
15.65,4,2.79,0.02,0.515,1,1,1,1,1,211,0.977,5,73.6,1,0,0
44.35,5,12.56,0.78,0.606,1,1,1,1,0,686,0.567,3,22.51,0,0,0
10.74,9,3.75,1.14,0.39,0,0,1,1,0,688,0.71,2,33.81,0,0,0
12.38,4,13.8,11.06,1.831,1,0,0,0,1,550,0.639,3,11.99,1,0,0
55.9,10,40.4,33.26,1.8,1,1,0,1,0,661,0.99,3,31.36,0,0,0
32.39,22,11.16,5.73,0.606,0,1,0,0,0,103,0.658,3,27.44,0,0,0
4.41,14,6.98,9.47,1.234,1,1,0,0,1,486,0.793,3,75.72,0,0,1
8.77,15,28.83,10.62,1.468,1,0,0,0,0,10,0.657,2,2.65,0,0,0
8.3,18,7.35,5.72,1.815,0,0,0,1,0,10,0.644,2,45.77,1,0,0
10.84,17,42.68,1.81,0.647,0,1,0,1,0,731,0.919,2,11.63,1,1,0
4.96,5,11.6,18.53,0.87,1,0,1,0,0,1091,0.99,4,17.95,0,1,0
5.86,18,3.21,16.42,2.067,0,0,0,0,0,768,0.496,7,37.26,1,0,0
115.29,10,8.88,5.11,1.895,0,1,1,0,0,885,0.675,5,24.24,0,0,1
22.97,19,10.12,4.61,0.835,1,1,1,0,0,1085,0.534,3,22.94,1,0,0
1.85,0,0.23,3.45,0.854,1,0,1,0,0,717,0.767,3,45.18,1,0,0
12.68,14,5.99,1.35,0.691,1,1,1,1,0,1129,0.568,3,37.08,0,0,0
29.24,4,25.6,6.51,1.694,0,1,0,1,0,1202,0.491,1,32.2,1,0,0
9.0,7,47.27,6.62,1.386,0,1,0,1,0,43,0.507,4,6.66,0,0,0
24.03,9,35.33,18.78,1.868,1,0,0,1,0,1148,0.798,6,33.63,0,0,0
20.91,20,26.17,11.84,0.645,1,1,0,0,0,613,0.456,2,33.37,1,0,0
42.05,7,2.71,1.5,1.591,1,1,0,0,0,10,0.823,3,41.37,0,0,0
18.41,6,31.04,2.05,0.976,0,0,1,0,0,541,0.501,2,8.56,1,0,0
101.55,4,5.58,7.64,0.408,1,0,1,0,0,323,0.83,6,24.83,0,0,0
71.51,13,9.34,13.86,0.99,1,1,0,1,1,644,0.863,3,37.81,0,0,0
9.35,10,0.58,0.48,0.405,0,0,0,0,1,10,0.828,4,12.92,0,0,0
39.44,12,18.64,5.55,0.987,1,0,0,0,0,679,0.99,2,14.23,0,0,0
17.83,8,0.11,8.02,0.678,0,0,0,0,0,947,0.496,3,4.52,1,0,0
53.5,17,3.37,17.77,0.821,0,1,1,0,0,345,0.99,3,37.1,0,0,0
11.18,11,4.91,2.71,1.744,1,1,1,0,0,423,0.437,3,24.12,0,0,0
87.03,7,4.35,4.52,1.862,1,1,0,1,0,1440,0.619,1,22.8,1,0,0
39.09,18,15.09,13.22,2.355,1,0,1,0,0,863,0.99,2,24.73,1,1,0
23.02,4,0.65,3.91,0.653,1,0,1,0,0,1503,0.719,3,26.9,0,0,1
77.46,4,2.49,39.57,1.043,0,0,1,0,0,10,0.628,2,25.97,1,0,0
54.93,20,3.98,0.88,1.12,0,0,0,1,0,855,0.747,5,43.92,0,0,0
21.11,6,29.66,1.35,0.652,1,1,1,1,0,257,0.685,3,26.78,1,0,0
31.29,22,16.36,27.64,2.805,1,0,1,1,0,655,0.99,1,20.43,0,0,0
17.51,16,6.89,10.15,0.658,0,0,0,0,0,1371,0.793,3,26.25,0,0,0
43.37,3,0.72,9.15,4.504,1,0,0,0,0,13,0.293,2,42.42,1,0,0
20.93,17,3.14,1.27,1.811,0,1,1,1,0,1039,0.799,2,32.49,1,0,0
5.26,11,0.12,20.74,2.345,1,1,0,1,0,545,0.761,5,6.32,0,0,0
17.89,23,30.86,1.84,0.626,1,0,1,1,1,1279,0.705,5,43.5,0,0,0
337.81,19,9.78,18.47,1.554,1,1,0,0,0,777,0.824,3,23.6,1,0,0
11.39,9,11.63,4.61,0.433,1,0,0,1,0,972,0.825,2,42.96,0,0,0
30.5,13,16.46,0.31,0.64,1,0,0,1,0,10,0.621,2,22.24,0,0,0
51.29,21,7.31,7.26,1.003,1,1,1,0,0,90,0.776,8,33.87,1,0,0
14.3,14,15.16,1.22,0.553,1,1,1,0,1,333,0.501,3,45.85,1,0,0
20.42,12,3.94,3.46,1.327,1,0,1,1,0,1404,0.506,5,40.45,0,0,0
31.0,3,28.59,3.44,3.479,1,1,0,0,1,811,0.579,2,24.11,1,0,0
